Address,Property_Info,Agent_logo,Agent,Agent_photo,Status,Price,Bedrooms,Bathrooms,Car_park,Size,Size_unit,Type,Sold_date
"74 Malbon Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130828758,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$665,500",3,2,2,645,m²,House,Sold on 25 Jun 2019
"62/25 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-129889662,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$343,000",3,2,1,,,Townhouse,Sold on 25 Jun 2019
"36/26 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-131275074,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$360,000",3,2,1,,,Townhouse,Sold on 20 Jun 2019
"15/8 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-130855830,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$360,000",3,2,1,,,Townhouse,Sold on 20 Jun 2019
"59 Dandelion Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-131048058,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Owen Chen,https://i2.au.reastatic.net/150x200/a8b36d058103a0a238322f816843e062ddbc23c08471450ee4ff93f35fb0731f/main.jpg,Sold,"$1,366,000",5,3,2,600,m²,House,Sold on 18 Jun 2019
"6 Chalton St, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130743506,https://i2.au.reastatic.net/340x64/2d9dcee3ce855ea937f154b73475823025fe11d84ebdd6880420e803e8ebcada/logo.gif,Louis Soh,https://i2.au.reastatic.net/150x200/44389983af99ce723e6717ac1cf17541ba3fbea44ae45664ae0c1a86df43067d/main.jpg,Sold,"$738,000",3,3,2,663,m²,House,Sold on 14 Jun 2019
"50/41 Bleasby Road, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-129026994,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$280,000",3,1,1,,,Townhouse,Sold on 14 Jun 2019
"43/15 Violet Close, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-129311550,,,,Sold,"$350,000",3,2,1,128,m²,Townhouse,Sold on 10 Jun 2019
"29 Manmarra Crescent, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130877094,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,"$946,000",5,3,2,792,m²,House,Sold on 05 Jun 2019
"59/228 Gaskell Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-128536542,https://i2.au.reastatic.net/340x64/5d007e613c5909613ad3307a437313a116534d92af28b969219b629f5c4aa954/logo.jpg,,,Sold,"$329,000",3,2,1,,,Townhouse,Sold on 05 Jun 2019
"7 Mode Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-131151754,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,,,Sold,"$505,000",3,2,2,424,m²,Townhouse,Sold on 27 May 2019
"15/15 San Mateo Blvd, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-130781578,https://i2.au.reastatic.net/340x64/1b7ed32d5b75e81b63f0264f837a51faf199c74170fd76cf0a5f0f7728298e93/logo.jpg,Dimity Stevens,https://i2.au.reastatic.net/150x200/66bf7702742485b6307fb9ddaf5f1ea62cf7cccae23b839477837f098fe72832/main.jpg,Sold,"$463,500",3,2,2,,m²,Townhouse,Sold on 22 May 2019
"7 Petrina Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130665262,https://i2.au.reastatic.net/340x64/db3708507988a900fdaccf2eef0c65054dc2219c44b29a75f8f0eeff5a350d82/logo.jpg,Mitch Schenning,https://i2.au.reastatic.net/150x200/dbf72e06c2405ce4412825c59dfac74dc5b10bb8b7229e9755e2c27bbc985502/main.jpg,Sold,"$910,000",5,3,3,809,m²,House,Sold on 17 May 2019
"39 Blue Grass Crescent, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130564658,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,Brad Sissons,https://i2.au.reastatic.net/150x200/34b770ac2cad166439b13557cf4d23c4790d6e3c356946b2e4216e3ddb2a25a1/main.jpg,Sold,"$578,000",3,2,2,600,m²,House,Sold on 15 May 2019
"40/25 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-129566406,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$350,000",3,2,1,,,Townhouse,Sold on 13 May 2019
"15 Manmarra Crescent, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130879266,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Damian Cochrane,https://i2.au.reastatic.net/150x200/4925e029c3cf4e5b7467bd45023d6b98247e99470c232937c0125e862a1ed9fc/main.jpg,Sold,"$1,155,000",6,3,6,"1,006",m²,House,Sold on 12 May 2019
"3 Kirstin Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129290734,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$881,000",4,3,2,911,m²,House,Sold on 11 May 2019
"208/66 Slobodian Avenue, Eight Mile Plains",https://www.realestate.com.au/sold/property-unit-qld-eight+mile+plains-130092054,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Subie Lam,https://i2.au.reastatic.net/150x200/cd7b7c58937cffd43e3d1bf682bc16d0eb6c3f91b87dfa8277754c2f6d37204e/main.jpg,Sold,"$406,000",2,2,1,101,m²,Unit,Sold on 09 May 2019
"7 Settler Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130696162,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$850,000",4,2,4,700,m²,House,Sold on 29 Apr 2019
"5 Stanton Court, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130823158,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$857,000",4,2,2,906,m²,House,Sold on 27 Apr 2019
"12  Hermitage Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130569590,,,,Sold,"$775,000",3,3,2,671,m²,House,Sold on 26 Apr 2019
"19/25 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-129974990,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Tony Jin,https://i2.au.reastatic.net/150x200/0336517b867a418d744c8d0fa7d189667784596dbddbbd778280765da672feaf/main.jpg,Sold,"$352,000",3,2,1,227,m²,Townhouse,Sold on 23 Apr 2019
"61 Bordeaux Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130074290,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$740,000",4,2,3,802,m²,House,Sold on 12 Apr 2019
"17/12 Angel Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-115627907,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$361,000",3,2,1,,,Townhouse,Sold on 10 Apr 2019
"7 Dome Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-128259534,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$755,000",4,3,2,651,m²,House,Sold on 04 Apr 2019
"39/37 Slobodian Avenue, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-129307578,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,,,Sold,"$479,000",4,2,1,,,Townhouse,Sold on 04 Apr 2019
"3 Tapioca Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130026970,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,,,Sold,"$515,000",3,1,4,628,m²,House,Sold on 02 Apr 2019
"16/25 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-130647306,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ken Chin,https://i2.au.reastatic.net/150x200/a77f0e349b4d7fd48849531a42f35ca73c5a2f7139185f1105d7618618ccdc38/main.jpg,Sold,"$340,000",3,2,1,211,m²,Townhouse,Sold on 28 Mar 2019
"48/228 Gaskell Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-130158154,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$330,000",3,2,2,,,Townhouse,Sold on 25 Mar 2019
"48 Bordeaux Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130539922,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$1,050,000",5,3,3,886,m²,House,Sold on 23 Mar 2019
"103 Bolton Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130244898,https://i2.au.reastatic.net/340x64/7f0b88f7ac3214435154340783c9d63880b9351a4835900828ce8ea4262ffad5/logo.jpg,Ross Bischoff,https://i2.au.reastatic.net/150x200/4e6cd65493450588bdde77fde3717c5ad7be4ab893979d5e090ad7654ad9e85e/main.jpg,Sold,"$657,000",4,2,2,425,m²,House,Sold on 21 Mar 2019
"12 GWANDALAN STREET, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129630730,https://i2.au.reastatic.net/340x64/02e5daf998da35218a6c3b3a0565ce1f328a158e41712f9e0030ade93ae92de2/logo.jpg,Mark Fluhart,https://i2.au.reastatic.net/150x200/d2181e0066a5e4b2e9b8735aaba0191adef8b46955d235e001bbc9474535ef56/main.jpg,Sold,"$615,000",4,2,2,664,m²,House,Sold on 20 Mar 2019
"58 Brampton Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130371150,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Michelle Lee,https://i2.au.reastatic.net/150x200/85adb4edf7c09aed38a78e3f255a85902e691e1d4b88e9072a9ba0c58b00af0b/main.jpg,Sold,"$600,000",4,2,3,803,m²,House,Sold on 12 Mar 2019
"8 Kurru Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130147686,https://i2.au.reastatic.net/340x64/2d9dcee3ce855ea937f154b73475823025fe11d84ebdd6880420e803e8ebcada/logo.gif,Jes Soh,https://i2.au.reastatic.net/150x200/8a6b050e30e95c73394e339e366a54d3e69f4540c114356072eba16acb336f4b/main.jpg,Sold,"$738,000",4,2,2,606,m²,House,Sold on 11 Mar 2019
"22/8 Manor Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-130310550,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,John Heng,https://i2.au.reastatic.net/150x200/b844c2a385816ce76e1e55a9f2e4e6050e84e96603b3324546edcaa0e4c5450b/main.jpg,Sold,"$392,800",3,2,2,,,Townhouse,Sold on 11 Mar 2019
"76 Bolton Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130423422,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$742,000",4,3,4,633,m²,House,Sold on 09 Mar 2019
"10 Azzure Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129464234,,,,Sold,"$1,090,000",5,4,2,690,m²,House,Sold on 08 Mar 2019
"3/9 San Mateo Boulevard, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-130147550,https://i2.au.reastatic.net/340x64/d1ba62f087067c48edd4eb4915c7f188249bfdc160a44c3aaf0037ed582d7c34/logo.jpg,,,Sold,"$395,000",3,2,2,171,m²,Townhouse,Sold on 08 Mar 2019
"4 Moruga Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129631906,https://i2.au.reastatic.net/340x64/4a9791117ac72a5613bdb069ee4504814707d3fe22b1d5da82af90b8029d0a1f/logo.jpg,Trent Ray,https://i2.au.reastatic.net/150x200/db841b83cca4b29682a67e744340afffdbb97963f76fb08352c6556423dda4c0/main.jpg,Sold,"$548,500",3,1,4,,,House,Sold on 28 Feb 2019
"17/30 Lindeman Pl, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130230002,https://i2.au.reastatic.net/340x64/fc29af8e0a829395deeaf7cfac0bf134a5d233f45f99807f9ddda32ab7c4b0b4/logo.jpg,,,Sold,"$425,500",3,2,2,330,m²,House,Sold on 27 Feb 2019
"50/25 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-126010678,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$355,000",3,2,1,,,Townhouse,Sold on 27 Feb 2019
"2/101 Bolton Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-130063846,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$390,000",3,1,2,,,Townhouse,Sold on 20 Feb 2019
"4 Daydream Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129682782,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,,,Sold,"$735,000",4,2,2,600,m²,House,Sold on 18 Feb 2019
"16 Amarna Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129415206,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$635,000",3,1,2,624,m²,House,Sold on 18 Feb 2019
"8 Pumice Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130255966,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$990,000",5,4,2,758,m²,House,Sold on 16 Feb 2019
"5 Maroo Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130212430,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,,,Sold,"$556,800",4,2,1,608,m²,House,Sold on 15 Feb 2019
"27/538 Warrigal Road, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-129548726,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$410,000",3,2,1,,,Townhouse,Sold on 15 Feb 2019
"9 Bordeaux Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129493086,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$717,500",4,2,2,608,m²,House,Sold on 07 Feb 2019
"12 Bramwell Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129339590,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$606,500",3,2,2,560,m²,House,Sold on 06 Feb 2019
"38/88 Bleasby Road, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-130262926,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$381,000",3,2,1,,,Townhouse,Sold on 06 Feb 2019
"5 Raymond Road, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-130245130,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$615,000",4,2,2,,,House,Sold on 05 Feb 2019
"25/2311 Logan Road, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-129795542,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$385,000",3,2,1,,,Townhouse,Sold on 01 Feb 2019
"61 Demigre Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129823602,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,,,Sold,"$2,000,000",6,3,3,800,m²,House,Sold on 29 Jan 2019
"33 Avonlea Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129270758,https://i2.au.reastatic.net/340x64/56f75016168e20802930f5db3debf369072e595ef4030eff6f692883ab48a032/logo.jpg,,,Sold,"$794,250",5,2,2,551,m²,House,Sold on 28 Jan 2019
"72/25 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-129930558,https://i2.au.reastatic.net/340x64/12413ba02257f6352476748ea790765886a2684246663c944c30b9fb499819da/logo.gif,Marvin Wong,https://i2.au.reastatic.net/150x200/9122fc53debeca7cfe979eb3748f114ee96d219b3d87a1dfe3e31f4cf2a1a117/main.jpg,Sold,"$340,000",3,2,1,,,Townhouse,Sold on 22 Jan 2019
"49/25 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-128250954,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$347,500",3,2,1,,,Townhouse,Sold on 21 Jan 2019
"1 Boorala Crescent, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129875254,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,,,Sold,"$610,000",4,1,1,650,m²,House,Sold on 16 Jan 2019
"12A/1 O'Meara Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-129235934,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$427,000",3,2,1,,,Townhouse,Sold on 15 Jan 2019
"25 Timaru Crescent, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129883370,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$445,000",3,1,1,300,m²,House,Sold on 14 Jan 2019
"60/25 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-128319558,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$342,349",3,2,1,,,Townhouse,Sold on 10 Jan 2019
"38 Dromos  Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129869678,https://i2.au.reastatic.net/340x64/db3708507988a900fdaccf2eef0c65054dc2219c44b29a75f8f0eeff5a350d82/logo.jpg,Mitch Schenning,https://i2.au.reastatic.net/150x200/dbf72e06c2405ce4412825c59dfac74dc5b10bb8b7229e9755e2c27bbc985502/main.jpg,Sold,"$750,000",4,2,4,615,m²,House,Sold on 07 Jan 2019
"31 Collett, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129544266,https://i2.au.reastatic.net/340x64/ca4c7bc276a18f6449721e87d34f90dab1f994c796697bf597b0997e3baada24/logo.jpg,Royden Juriansz,https://i2.au.reastatic.net/150x200/8383ae35a7e2f66455ef0a395c018460c76cf9d9a7e386f416db0b5279b8dd4b/main.jpg,Sold,"$685,000",4,2,2,467,m²,House,Sold on 21 Dec 2018
"3 Arpege Crescent, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129766730,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,,,Sold,"$750,000",4,2,2,836,m²,House,Sold on 20 Dec 2018
"22 Amarna Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-129700114,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$760,000",4,3,2,615,m²,House,Sold on 17 Dec 2018
